mass,"L18 (v0, [Fe/H]=-3)","L18 (v0, [Fe/H]=-2)","L18 (v0, [Fe/H]=-1)","L18 (v0, [Fe/H]=0)","L18 (v150, [Fe/H]=-3)","L18 (v150, [Fe/H]=-2)","L18 (v150, [Fe/H]=-1)","L18 (v150, [Fe/H]=0)","L18 (v300, [Fe/H]=-3)","L18 (v300, [Fe/H]=-2)","L18 (v300, [Fe/H]=-1)","L18 (v300, [Fe/H]=0)"
13,0.001603,0.001699,0.001313,0.002227,0.002583,0.002147,0.01043,0.003886,0.006257,0.02619,0.02364,0.006356
15,0.005116,0.002008,0.002491,0.002924,0.009004,0.01358,0.004436,0.003721,0.007667,0.02378,0.02835,0.008918
20,0.001259,0.0015,0.001523,0.002381,0.002881,0.004158,0.004182,0.00488,0.004479,0.006202,0.004347,0.005468
25,0.001404,0.001219,0.002211,0.002063,0.002641,0.002885,0.003056,0.00431,0.00352,0.003901,0.003597,0.004308
30,4.666e-10,3.209e-08,4.008e-06,0.000199,5.374e-08,7.544e-07,9.537e-06,0.0001948,3.007e-07,3.472e-06,3.266e-05,0.0001951
40,5.571e-10,4.4e-08,1.965e-05,0.0002013,2.684e-07,3.168e-06,3.257e-05,0.0002045,2.705e-07,2.975e-06,3.368e-05,0.0002039
60,6.652e-10,4.444e-08,2.092e-05,0.0002235,2.099e-07,2.787e-06,3.905e-05,0.0002114,2.539e-07,2.63e-06,3.772e-05,0.0002251
80,8.621e-10,1.222e-07,3.498e-05,0.0002231,2.291e-07,2.749e-06,3.695e-05,0.000215,2.37e-07,2.878e-06,4.178e-05,0.0002434
120,1.983e-09,9.984e-07,4.028e-05,0.0002391,2.626e-07,2.773e-06,4.492e-05,0.0002426,2.163e-07,2.889e-06,4.62e-05,0.0002629
